"Incident","Location","Reported","Occurred","Comments","Disposition","ID","report_date","lat","long"
"Information / Aggravated Battery","5717 S. Cottage Grove, Chicago, IL","7/7/24 5:20 AM","7/7/24 5:20 AM","Two people walking on the sidewalk sustained injuries when they were shot by unknown person in a passing vehicle / CPD case JH336693","CPD","2024-023702","7/7/24",41.7911934725434,-87.6060733188984
"Battery","5656 S. Maryland, Chicago, IL","7/7/24 6:01 AM","7/7/24 5:30 AM","A patient struck a UCM staff member during treatment","Open","24-00670","7/7/24",41.7921342041933,-87.6050329683429
"Battery","5656 S. Maryland, Chicago, IL","7/7/24 9:00 AM","7/7/24 8:58 AM","A struggle involving visitor and USC staff member documented","Open","24-00671","7/7/24",41.7921342041933,-87.6050329683429
"Information / Theft","1554 E. 55th St., Chicago, IL","7/7/24 9:31 AM","7/7/24 9:30 AM","A subject took merchandise from the off-campus store without paying","Closed","2024-023722","7/7/24",41.7952934540188,-87.588744563006
"Information / Theft","5130 S. Lake Park, Chicago, IL","7/7/24 2:36 PM","77/24 2:30 PM","Unknown person took property from victim's parked, unsecured vehicle / Referred to CPD","Referred","2024-023732","7/7/24",41.8019992100677,-87.5878021839869
"Information / Aggravated Battery","5717 S. Cottage Grove, Chicago, IL","7/7/24 5:20 AM","7/7/24 5:20 AM","Two people walking on the sidewalk sustained injuries when they were shot by unknown person in a passing vehicle / CPD case JH336693","CPD","2024-023702","7/7/24",41.7911934725434,-87.6060733188984
"Battery","5656 S. Maryland, Chicago, IL","7/7/24 6:01 AM","7/7/24 5:30 AM","A patient struck a UCM staff member during treatment","Open","24-00670","7/7/24",41.7921342041933,-87.6050329683429
"Battery","5656 S. Maryland, Chicago, IL","7/7/24 9:00 AM","7/7/24 8:58 AM","A struggle involving visitor and USC staff member documented","Open","24-00671","7/7/24",41.7921342041933,-87.6050329683429
"Information / Theft","1554 E. 55th St., Chicago, IL","7/7/24 9:31 AM","7/7/24 9:30 AM","A subject took merchandise from the off-campus store without paying","Closed","2024-023722","7/7/24",41.7952934540188,-87.588744563006
"Information / Theft","5130 S. Lake Park, Chicago, IL","7/7/24 2:36 PM","77/24 2:30 PM","Unknown person took property from victim's parked, unsecured vehicle / Referred to CPD","Referred","2024-023732","7/7/24",41.8019992100677,-87.5878021839869
"Information / Aggravated Battery","5717 S. Cottage Grove, Chicago, IL","7/7/24 5:20 AM","7/7/24 5:20 AM","Two people walking on the sidewalk sustained injuries when they were shot by unknown person in a passing vehicle / CPD case JH336693","CPD","2024-023702","7/7/24",41.7911934725434,-87.6060733188984
"Battery","5656 S. Maryland, Chicago, IL","7/7/24 6:01 AM","7/7/24 5:30 AM","A patient struck a UCM staff member during treatment","Open","24-00670","7/7/24",41.7921342041933,-87.6050329683429
"Battery","5656 S. Maryland, Chicago, IL","7/7/24 9:00 AM","7/7/24 8:58 AM","A struggle involving visitor and USC staff member documented","Open","24-00671","7/7/24",41.7921342041933,-87.6050329683429
"Information / Theft","1554 E. 55th St., Chicago, IL","7/7/24 9:31 AM","7/7/24 9:30 AM","A subject took merchandise from the off-campus store without paying","Closed","2024-023722","7/7/24",41.7952934540188,-87.588744563006
"Information / Theft","5130 S. Lake Park, Chicago, IL","7/7/24 2:36 PM","77/24 2:30 PM","Unknown person took property from victim's parked, unsecured vehicle / Referred to CPD","Referred","2024-023732","7/7/24",41.8019992100677,-87.5878021839869
"Information / Theft","1554 E. 55th St., Chicago, IL","7/9/24 7:45 AM","7/9/24 7:40 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-023940","7/9/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/9/24 9:54 AM","7/9/24 9:50 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-023957","7/9/24",41.7952934540188,-87.588744563006
"Domestic Battery","1157 E. 47th St., Chicago, IL","7/9/24 1:39 PM","7/9/24 1:39 PM","One domestic partner struck the other / Victim declined prosecution","Ex. Cleared","24-00679","7/9/24",41.8095788606478,-87.5974242832067
"Theft","5758 S. Maryland, Chicago, IL","7/9/24 8:56 PM","7/9/24 4:55 PM to 5:25 PM","Unsecured, unattended purse taken  from public area","Open","24-00680","7/9/24",41.7900568775107,-87.6050118634646
"Information / Theft","1554 E. 55th St., Chicago, IL","7/9/24 7:45 AM","7/9/24 7:40 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-023940","7/9/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/9/24 9:54 AM","7/9/24 9:50 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-023957","7/9/24",41.7952934540188,-87.588744563006
"Domestic Battery","1157 E. 47th St., Chicago, IL","7/9/24 1:39 PM","7/9/24 1:39 PM","One domestic partner struck the other / Victim declined prosecution","Ex. Cleared","24-00679","7/9/24",41.8095788606478,-87.5974242832067
"Theft","5758 S. Maryland, Chicago, IL","7/9/24 8:56 PM","7/9/24 4:55 PM to 5:25 PM","Unsecured, unattended purse taken  from public area","Open","24-00680","7/9/24",41.7900568775107,-87.6050118634646
"Information / Theft","1554 E. 55th St., Chicago, IL","7/9/24 7:45 AM","7/9/24 7:40 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-023940","7/9/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/9/24 9:54 AM","7/9/24 9:50 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-023957","7/9/24",41.7952934540188,-87.588744563006
"Domestic Battery","1157 E. 47th St., Chicago, IL","7/9/24 1:39 PM","7/9/24 1:39 PM","One domestic partner struck the other / Victim declined prosecution","Ex. Cleared","24-00679","7/9/24",41.8095788606478,-87.5974242832067
"Theft","5758 S. Maryland, Chicago, IL","7/9/24 8:56 PM","7/9/24 4:55 PM to 5:25 PM","Unsecured, unattended purse taken  from public area","Open","24-00680","7/9/24",41.7900568775107,-87.6050118634646
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/11/24 10:18 AM","7/11/24 10:15 AM","Subject took merchandise from the off-campus store without paying / Suspect located and arrested by CPD","CPD","2024-024193","7/11/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","7/11/24 11:36 AM","7/11/24 11:35 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024202","7/11/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/11/24 10:18 AM","7/11/24 10:15 AM","Subject took merchandise from the off-campus store without paying / Suspect located and arrested by CPD","CPD","2024-024193","7/11/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","7/11/24 11:36 AM","7/11/24 11:35 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024202","7/11/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/11/24 10:18 AM","7/11/24 10:15 AM","Subject took merchandise from the off-campus store without paying / Suspect located and arrested by CPD","CPD","2024-024193","7/11/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","7/11/24 11:36 AM","7/11/24 11:35 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024202","7/11/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/11/24 10:18 AM","7/11/24 10:15 AM","Subject took merchandise from the off-campus store without paying / Suspect located and arrested by CPD","CPD","2024-024193","7/11/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","7/11/24 11:36 AM","7/11/24 11:35 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024202","7/11/24",41.7952934540188,-87.588744563006
"Information / Theft from Motor Vehicle","5533 S. Blackstone, Chicago, IL","7/12/24 2:53 PM","7/8/24 to 7/12/24 11:00 AM to 1:00 PM","Catalytic converter taken from a 2000 Volvo parked on the street off-campus / Referred to CPD","Referred","2024-024315","7/12/24",41.7943001234722,-87.5902397838744
"Information / Theft","1554 E. 55th St., Chicago, IL","7/12/24 3:23 PM","7/12/24 3:20 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024317","7/12/24",41.7952934540188,-87.588744563006
"Information / Theft","1413 E. 57th St., Chicago, IL","7/12/24 7:27 PM","7/11/24 to 7/12/24 9:00 AM to 7:15 PM","Two tires taken from a bicycle off-campus / Referred to CPD","Referred","2024-024335","7/12/24",41.7914438634321,-87.5914283864129
"Information / Theft","1554 E. 55th St., Chicago, IL","7/13/24 8:06 AM","7/13/24 8:00 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024389","7/13/24",41.7952934540188,-87.588744563006
"Information / Motor Vehicle Theft","5130 S. Lake Park, Chicago, IL","7/13/24 1:42 PM","7/13/24 1:20 PM","An unattended 2016 BMW convertible was taken from the gas station by an unknown person / Referred to CPD","Referred","2024-024411","7/13/24",41.8019992100677,-87.5878021839869
"Theft","6031 S. Ellis, Chicago, IL","7/13/24 5:50 PM","7/13/24 10:50 AM to 11:35 AM","A bookbag was taken from an unattended vehicle parked on the street","Open","24-00694","7/13/24",41.785352474517,-87.6011017401071
"Information / Armed Robbery","1658 E. 55th St., Chicago, IL","7/13/24 11:42 PM","7/13/24 11:00 PM","Two unknown suspects, one armed with a handgun, took property from two victims standing on the sidewalk off-campus / CPD case JH345880","CPD","2024-024466","7/13/24",41.7952738231934,-87.5851733524193
"Information / Aggravated Assault","5844 S. Stony Island, Chicago, IL","7/14/24 9:52 AM","7/14/24 9:35 AM","Two unknown suspects, armed with handguns, approached victim seated in a car off-campus / Victim drove off and suspects fled / CPD case JH346221","CPD","2024-024493","7/14/24",41.7888447207134,-87.5867307378243
"Information / Theft","5735 S. Dorchester, Chicago, IL","7/14/24 11:10 AM","7/14/24 10:45 AM","An unknown subject signed for a parcel intended to be delivered to victim / Suspect fled with the victim's property / Referred to CPD","Referred","2024-024498","7/14/24",41.7904928829487,-87.5914960642475
"Theft","1554 E. 55th St., Chicago, IL","7/14/24 11:28 AM","7/14/24 11:28 AM","A subject took merchandise from the off-campus store without paying / UCPD officers located and arrested the suspect","Arrest","24-00696","7/14/24",41.7952934540188,-87.588744563006
"Domestic Battery","4531 S. Oakenwald, Chicago, IL","7/14/24 1:51 PM","7/14/24 1:50 PM","One domestic partner battered the other / Suspect arrested by UCPD officers","Arrest","24-00697","7/14/24",41.8126990409141,-87.5942377550529
"Information / Theft","1539 E. 53rd St., Chicago, IL","7/14/24 6:46 PM","7/14/24 6:45 PM","Two unknown suspects took merchandise from the off-campus store without paying / CPD case","CPD","2024-024525","7/14/24",41.7994988618416,-87.5877104130402
"Information / Aggravated Assault","5844 S. Stony Island, Chicago, IL","7/14/24 9:52 AM","7/14/24 9:35 AM","Two unknown suspects, armed with handguns, approached victim seated in a car off-campus / Victim drove off and suspects fled / CPD case JH346221","CPD","2024-024493","7/14/24",41.7888447207134,-87.5867307378243
"Information / Theft","5735 S. Dorchester, Chicago, IL","7/14/24 11:10 AM","7/14/24 10:45 AM","An unknown subject signed for a parcel intended to be delivered to victim / Suspect fled with the victim's property / Referred to CPD","Referred","2024-024498","7/14/24",41.7904928829487,-87.5914960642475
"Theft","1554 E. 55th St., Chicago, IL","7/14/24 11:28 AM","7/14/24 11:28 AM","A subject took merchandise from the off-campus store without paying / UCPD officers located and arrested the suspect","Arrest","24-00696","7/14/24",41.7952934540188,-87.588744563006
"Domestic Battery","4531 S. Oakenwald, Chicago, IL","7/14/24 1:51 PM","7/14/24 1:50 PM","One domestic partner battered the other / Suspect arrested by UCPD officers","Arrest","24-00697","7/14/24",41.8126990409141,-87.5942377550529
"Information / Theft","1539 E. 53rd St., Chicago, IL","7/14/24 6:46 PM","7/14/24 6:45 PM","Two unknown suspects took merchandise from the off-campus store without paying / CPD case","CPD","2024-024525","7/14/24",41.7994988618416,-87.5877104130402
"Information / Theft","1554 E. 55th St., Chicago, IL","7/15/24 4:46 PM","7/15/24 4:30 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024624","7/15/24",41.7952934540188,-87.588744563006
"Theft","1156 E. 61st St., Chicago, IL","7/15/24 6:16 PM","7/10/24 to 7/14/24 5:00 PM to 7:00 PM","Secured bicycle taken from bike rack","Open","24-00704","7/15/24",41.7842079080024,-87.5974473998393
"Theft","5505 S. Ellis, Chicago, IL","7/15/24 10:20 PM","7/15/24 7:00 PM to 10:15 PM","Property taken from vehicle parked in the lower level of the structure","Open","24-00706","7/15/24",41.7948916909783,-87.6012890633036
"Information / Theft","1554 E. 55th St., Chicago, IL","7/15/24 4:46 PM","7/15/24 4:30 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024624","7/15/24",41.7952934540188,-87.588744563006
"Theft","1156 E. 61st St., Chicago, IL","7/15/24 6:16 PM","7/10/24 to 7/14/24 5:00 PM to 7:00 PM","Secured bicycle taken from bike rack","Open","24-00704","7/15/24",41.7842079080024,-87.5974473998393
"Theft","5505 S. Ellis, Chicago, IL","7/15/24 10:20 PM","7/15/24 7:00 PM to 10:15 PM","Property taken from vehicle parked in the lower level of the structure","Open","24-00706","7/15/24",41.7948916909783,-87.6012890633036
"Battery","5835 S. Cottage Grove, Chicago, IL","7/16/24 9:13 AM","7/16/24 9:08 AM","A subject intentionally bumped into a person guiding a truck into the loading dock / Victim declined prosecution","Ex. Cleared","24-00708","7/16/24",41.7888649304312,-87.6060273160541
"Information / Theft","1554 E. 55th St., Chicago, IL","7/16/24 12:14 PM","7/16/24 12:10 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024714","7/16/24",41.7952934540188,-87.588744563006
"Information / Theft","5107 S. Blackstone, Chicago, IL","7/16/24 12:25 PM","7/16/24 11:20 AM to 11:23 AM","An unsecured Divvy bike was taken by an unknown person / Referred to CPD","Referred","2024-024716","7/16/24",41.8022983783909,-87.5904262505013
"Assault","5550 S. University, Chicago, IL","7/16/24 2:02 PM","7/9/24 8:40 AM","Verbal assault at day camp documented / Complainant declined prosecution","Ex. Cleared","24-00709","7/16/24",41.7941331951515,-87.5982180675838
"Theft","5730 S. Ellis, Chicago, IL","7/16/24 3:14 PM","7/7/24 to 7/16/24 3:00 PM to 3:00 PM","Secured bicycle taken from bike rack","Open","24-00710","7/16/24",41.7908000332885,-87.601363494156
"Battery","5835 S. Cottage Grove, Chicago, IL","7/16/24 9:13 AM","7/16/24 9:08 AM","A subject intentionally bumped into a person guiding a truck into the loading dock / Victim declined prosecution","Ex. Cleared","24-00708","7/16/24",41.7888649304312,-87.6060273160541
"Information / Theft","1554 E. 55th St., Chicago, IL","7/16/24 12:14 PM","7/16/24 12:10 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-024714","7/16/24",41.7952934540188,-87.588744563006
"Information / Theft","5107 S. Blackstone, Chicago, IL","7/16/24 12:25 PM","7/16/24 11:20 AM to 11:23 AM","An unsecured Divvy bike was taken by an unknown person / Referred to CPD","Referred","2024-024716","7/16/24",41.8022983783909,-87.5904262505013
"Assault","5550 S. University, Chicago, IL","7/16/24 2:02 PM","7/9/24 8:40 AM","Verbal assault at day camp documented / Complainant declined prosecution","Ex. Cleared","24-00709","7/16/24",41.7941331951515,-87.5982180675838
"Theft","5730 S. Ellis, Chicago, IL","7/16/24 3:14 PM","7/7/24 to 7/16/24 3:00 PM to 3:00 PM","Secured bicycle taken from bike rack","Open","24-00710","7/16/24",41.7908000332885,-87.601363494156
"Information / Theft","5238 S. Harper, Chicago, IL","7/16/24 8:01 PM","7/16/24 8:00 PM","Person reported theft of wallet while at off-campus theater / Referred to CPD","Referred","2024-024764","7/16/24",41.8001480600485,-87.5891750232948
"Theft","5530 S. Ellis, Chicago, IL","7/17/24 4:36 PM","7/17/24 3:00 PM to 3:26 PM","Wallet taken from locker / Subsequent unauthorized use of credit cards reported","Open","24-00714","7/17/24",41.7944435629935,-87.6014480073706
"Information / Theft","5238 S. Harper, Chicago, IL","7/16/24 8:01 PM","7/16/24 8:00 PM","Person reported theft of wallet while at off-campus theater / Referred to CPD","Referred","2024-024764","7/16/24",41.8001480600485,-87.5891750232948
"Theft","5530 S. Ellis, Chicago, IL","7/17/24 4:36 PM","7/17/24 3:00 PM to 3:26 PM","Wallet taken from locker / Subsequent unauthorized use of credit cards reported","Open","24-00714","7/17/24",41.7944435629935,-87.6014480073706
"Information / Theft","1554 E. 55th St., Chicago, IL","7/18/24 3:55 PM","7/18/24 3:50 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025005","7/18/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/18/24 3:55 PM","7/18/24 3:50 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025005","7/18/24",41.7952934540188,-87.5887445630061
"Information / Theft","1554 E. 55th St., Chicago, IL","7/18/24 3:55 PM","7/18/24 3:50 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025005","7/18/24",41.7952934540188,-87.5887445630061
"Information / Theft","1554 E. 55th St., Chicago, IL","7/18/24 3:55 PM","7/18/24 3:50 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025005","7/18/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/19/24 4:09 PM","7/19/24 4:05 PM","An unknown suspect took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025088","7/19/24",41.7995504422237,-87.593062823983
"Assault","5700 S. Maryland, Chicago, IL","7/19/24 4:52 PM","7/19/24 4:40 PM","Two individuals involved in a verbal argument / No assault occurred","Unfounded","24-00722","7/19/24",41.7903992008143,-87.6050172122317
"Information / Battery","1009 E. 53rd St., Chicago, IL","7/19/24 5:56 PM","7/19/24 5:45 PM","A person reported they were struck with plastic pellets while walking on the sidewalk off-campus / Declined medical / Referred to CPD","Referred","2024-025095","7/19/24",41.7993496664532,-87.6009387967881
"Information / Theft","1320 E. 47th St., Chicago, IL","7/20/24 10:34 PM","7/20/24 10:30 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025214","7/20/24",41.8097343828994,-87.5933586514186
"Battery","5656 S. Maryland, Chicago, IL","7/21/24 2:01 PM","7/21/24 2:01 PM","During a verbal disturbance, one person accused  the other of physical assault / No physical assault occurred","Unfounded","24-00726","7/21/24",41.7921342041933,-87.6050329683429
"Information / Armed Robbery / Aggravated Battery","1411 E. 57th St., Chicago, IL","7/21/24 9:45 PM","7/21/24 9:30 PM","Four suspects, one armed with a handgun, exited a vehicle off-campus and shot victim when he resisted the robbery / Suspects fled in vehicle / CPD case JH356442","CPD","2024-025281","7/21/24",41.7914438634329,-87.5914432257398
"Battery","5656 S. Maryland, Chicago, IL","7/21/24 2:01 PM","7/21/24 2:01 PM","During a verbal disturbance, one person accused  the other of physical assault / No physical assault occurred","Unfounded","24-00726","7/21/24",41.7921342041933,-87.6050329683429
"Information / Armed Robbery / Aggravated Battery","1411 E. 57th St., Chicago, IL","7/21/24 9:45 PM","7/21/24 9:30 PM","Four suspects, one armed with a handgun, exited a vehicle off-campus and shot victim when he resisted the robbery / Suspects fled in vehicle / CPD case JH356442","CPD","2024-025281","7/21/24",41.7914438634329,-87.5914432257398
"Battery","5656 S. Maryland, Chicago, IL","7/21/24 2:01 PM","7/21/24 2:01 PM","During a verbal disturbance, one person accused  the other of physical assault / No physical assault occurred","Unfounded","24-00726","7/21/24",41.7921342041933,-87.6050329683429
"Information / Armed Robbery / Aggravated Battery","1411 E. 57th St., Chicago, IL","7/21/24 9:45 PM","7/21/24 9:30 PM","Four suspects, one armed with a handgun, exited a vehicle off-campus and shot victim when he resisted the robbery / Suspects fled in vehicle / CPD case JH356442","CPD","2024-025281","7/21/24",41.7914438634329,-87.5914432257398
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/23/24 2:01 AM","7/23/24 1:55 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025422","7/23/24",41.7995160287664,-87.5961496388094
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/23/24 9:39 AM","7/23/24 9:35 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025458","7/23/24",41.7995504422237,-87.593062823983
"Information / Theft","1560 E. 53rd St., Chicago, IL","7/23/24 4:14 PM","7/19/24 to 7/23/24 7:00 PM to 4:00 PM","Secured bicycle taken from bike rack / Referred to CPD","Referred","2024-025515","7/23/24",41.7996224531879,-87.5871764436611
"Information / Theft","1554 E. 53rd St., Chicago, IL","7/23/24 4:28 PM","7/23/24 4:25 PM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025517","7/23/24",41.7996224531886,-87.5871886514104
"Information / Theft","1301 E. 57th St., Chicago, IL","7/23/24 4:34 PM","7/22/24 11:40 AM","An unknown subject used fraudulent ID to sign for and take 3 packages that were being delivered off-campus / Referred to CPD","Referred","2024-025519","7/23/24",41.791407863623,-87.5947619214658
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/23/24 2:01 AM","7/23/24 1:55 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025422","7/23/24",41.7995160287664,-87.5961496388094
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/23/24 9:39 AM","7/23/24 9:35 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025458","7/23/24",41.7995504422237,-87.593062823983
"Information / Theft","1560 E. 53rd St., Chicago, IL","7/23/24 4:14 PM","7/19/24 to 7/23/24 7:00 PM to 4:00 PM","Secured bicycle taken from bike rack / Referred to CPD","Referred","2024-025515","7/23/24",41.7996224531879,-87.5871764436611
"Information / Theft","1554 E. 53rd St., Chicago, IL","7/23/24 4:28 PM","7/23/24 4:25 PM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025517","7/23/24",41.7996224531886,-87.5871886514104
"Information / Theft","1301 E. 57th St., Chicago, IL","7/23/24 4:34 PM","7/22/24 11:40 AM","An unknown subject used fraudulent ID to sign for and take 3 packages that were being delivered off-campus / Referred to CPD","Referred","2024-025519","7/23/24",41.791407863623,-87.5947619214658
"Robbery","5311 S. Blackstone, Chicago, IL","7/24/24 12:10 AM","7/23/24 9:30 PM","Victim met suspect to sell concert tickets / Suspect grabbed tickets, pushed victim and ran off","Open","24-00732","7/24/24",41.7994334346736,-87.590357991993
"Information / Aggravated Assault","1369 E. 53rd St., Chicago, IL","7/24/24 9:28 AM","7/24/249:28 AM","An unknown patron demanded free coffee and menaced an employee with a knife before fleeing / Referred to CPD","Referred","2024-025600","7/24/24",41.7994512447083,-87.5920771998113
"Information / Theft","1554 E. 55th St., Chicago, IL","7/24/24 3:30 PM","7/24/24 3:29 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025619","7/24/24",41.7952934540188,-87.588744563006
"Theft","5800 S. Stony Island, Chicago, IL","7/24/24 4:00 PM","7/24/24 3:30 PM to 3:45 PM","Unsecured bicycle taken from a ramp by the main entrance","Open","24-00734","7/24/24",41.7895676620424,-87.5867479506394
"Information / Theft","5140 S. Kenwood, Chicago, IL","7/24/24 8:25 PM","7/24/24 11:30 AM to 12:00 PM","Window of 2016 Kia parked off-campus smashed and property taken / Referred to CPD","Referred","2024-025640","7/24/24",41.8018007968844,-87.5935350349922
"Robbery","5311 S. Blackstone, Chicago, IL","7/24/24 12:10 AM","7/23/24 9:30 PM","Victim met suspect to sell concert tickets / Suspect grabbed tickets, pushed victim and ran off","Open","24-00732","7/24/24",41.7994334346736,-87.590357991993
"Information / Aggravated Assault","1369 E. 53rd St., Chicago, IL","7/24/24 9:28 AM","7/24/249:28 AM","An unknown patron demanded free coffee and menaced an employee with a knife before fleeing / Referred to CPD","Referred","2024-025600","7/24/24",41.7994512447083,-87.5920771998113
"Information / Theft","1554 E. 55th St., Chicago, IL","7/24/24 3:30 PM","7/24/24 3:29 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025619","7/24/24",41.7952934540188,-87.588744563006
"Theft","5800 S. Stony Island, Chicago, IL","7/24/24 4:00 PM","7/24/24 3:30 PM to 3:45 PM","Unsecured bicycle taken from a ramp by the main entrance","Open","24-00734","7/24/24",41.7895676620424,-87.5867479506394
"Information / Theft","5140 S. Kenwood, Chicago, IL","7/24/24 8:25 PM","7/24/24 11:30 AM to 12:00 PM","Window of 2016 Kia parked off-campus smashed and property taken / Referred to CPD","Referred","2024-025640","7/24/24",41.8018007968844,-87.5935350349922
"Information / Theft from Motor Vehicle","5418 S. Woodlawn, Chicago, IL","7/25/24 1:22 PM","7/12/24 to 7/24/24","Catalytic converter taken from a vehicle parked on the street off-campus / Referred to CPD","Referred","2024-025705","7/25/24",41.7976437700971,-87.596678681169
"Information / Theft from Motor Vehicle","5418 S. Woodlawn, Chicago, IL","7/25/24 1:22 PM","7/12/24 to 7/24/24","Catalytic converter taken from a vehicle parked on the street off-campus / Referred to CPD","Referred","2024-025705","7/25/24",41.7976437700971,-87.596678681169
"Information / Theft from Motor Vehicle","5418 S. Woodlawn, Chicago, IL","7/25/24 1:22 PM","7/12/24 to 7/24/24","Catalytic converter taken from a vehicle parked on the street off-campus / Referred to CPD","Referred","2024-025705","7/25/24",41.7976437700971,-87.596678681169
"Information / Theft from Motor Vehicle","5418 S. Woodlawn, Chicago, IL","7/25/24 1:22 PM","7/12/24 to 7/24/24","Catalytic converter taken from a vehicle parked on the street off-campus / Referred to CPD","Referred","2024-025705","7/25/24",41.7976437700971,-87.596678681169
"Domestic Battery","5721 S. Maryland, Chicago, IL","7/26/24 11:54 AM","7/26/24 11:53 AM","Ex-boyfriend struck victim / Victim declined prosecution","Ex. Cleared","24-00744","7/26/24",41.7902824931627,-87.6048616854264
"Information / Theft","1554 E. 55th St., Chicago, IL","7/26/24 5:23 PM","7/26/24 5:23 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025826","7/26/24",41.7952934540188,-87.588744563006
"Information / Theft","1539 E. 53rd St., Chicago, IL","7/26/24 9:38 PM","7/26/24 9:20 PM","Two subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025855","7/26/24",41.7994988618416,-87.5877104130402
"Information / Theft","1554 E. 55th St., Chicago, IL","7/27/24 2:42 PM","7/27/24 2:40 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025944","7/27/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/27/24 3:50 PM","7/27/24 3:45 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-025948","7/27/24",41.7952934540188,-87.588744563006
"Information / Battery","5300 S. University, Chicago, IL","7/27/24 5:00 PM","7/27/24 2:40 PM","A food delivery driver became involved with a customer over an order / Customer struck the victim on the head / CPD case JH364298","CPD","2024-025954","7/27/24",41.799380583059,-87.5982528691096
"Information / Theft","1554 E. 55th St., Chicago, IL","7/28/24 8:53 AM","7/28/24 8:50 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026032","7/28/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/28/24 12:38 PM","7/28/24 12:35 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026047","7/28/24",41.7952934540188,-87.588744563006
